Marque,Modele,Annee,Kilometrage,Carburant,Boite Vitesse,Puissance Fiscale,Nombre Portes,Etat Generale,Prix
Dacia,LOGAN,2011,300 000 ,Diesel,Manuelle,5 CV,4,Occasion,13000
Volkswagen,Polo,2019,198 000 ,Essence,Manuelle,4 CV,4,Occasion,40000
Fiat,PANDA,2022,130 000 ,Essence,Manuelle,4 CV,5,Occasion,37000
Fiat,FIORINO,2022,190 000 ,Diesel,Manuelle,5 CV,3,Occasion,31000
Peugeot,308,2008,195 000 ,Essence,Automatique,5 CV,5,Occasion,26500
Opel,Corsa,2023,,Essence,Manuelle,5 CV,5,Occasion,33800
Volkswagen,Polo,2024,20 000 ,Essence,Manuelle,6 CV,5,Occasion,62000
Mahindra,KUV 100,2022,51 000 ,Essence,Manuelle,4 CV,2,Occasion,30000
Chery,Tiggo,2019,160 000 ,Essence,Manuelle,8 CV,4,Occasion,50000
Kia,AUTRE,2020,71 000 ,Essence,Automatique,8 CV,5,Occasion,84000
Peugeot,508,2013,242,Essence,Automatique,7 CV,5,Occasion,30
Abarth,500,2011,180000,Essence,Manuelle,8,5,occasion,42500
Alfa Romeo,Giulietta,2018,146,Essence,Manuelle,7,5,occasion,39500
Alfa Romeo,Giulietta,2018,85,Essence,Manuelle,7,5,occasion,51000
Alfa Romeo,Giulietta,2018,80,Essence,Manuelle,7,5,occasion,49000
Alfa Romeo,Giulietta,2018,80,Essence,Automatique,9,5,occasion,47000
Alfa Romeo,Giulietta,2018,85,Essence,Automatique,9,5,occasion,44000
Alfa Romeo,Mito,2010,245000,Essence,Manuelle,5,3,occasion,26000
Alfa Romeo,Stelvio,2019,98000,Essence,Automatique,17,5,occasion,137000
Audi,A1 Sportback,2012,270,Diesel,Automatique,5,3,occasion,39500
Audi,A1 Sportback,2013,174,Essence,Manuelle,6,4,occasion,54900
Audi,A1 Sportback,2023,71,Essence,Automatique,6,5,occasion,83000
Audi,A1 Sportback,2024,35,Essence,Automatique,6,4,occasion,98000
Audi,A1 Sportback,2012,199,Diesel,Automatique,5,5,occasion,35900
Audi,A1 Sportback,2012,270,Essence,Manuelle,5,5,occasion,46000
Audi,A3 Berline,2019,122,Essence,Automatique,6,4,occasion,73000
Audi,A3 Berline,2014,156,Essence,Manuelle,6,5,occasion,55500
Audi,A3 Berline,2019,122,Essence,Automatique,6,4,occasion,85000
Audi,A3 Berline,2019,178,Essence,Automatique,6,4,occasion,81000
Audi,A3 Berline,2015,139,Essence,Manuelle,5,4,occasion,55000
Audi,A3 Berline,2015,200,Essence,Manuelle,5,4,occasion,54000
Audi,A3 Berline,2019,178,Essence,Manuelle,6,4,occasion,59500
Audi,A3 Berline,2015,272,Essence,Manuelle,5,4,occasion,55000
Audi,A3 Berline,2014,156,Essence,Manuelle,10,4,occasion,49000
Audi,A3 Berline,2015,139,Essence,Manuelle,6,4,occasion,65000
Audi,A3 Berline,2019,97,Essence,Automatique,6,4,occasion,72000
Audi,A3 Sportback,2017,200,Essence,Manuelle,6,5,occasion,57000
Audi,A3 Sportback,2025,3,Essence,Automatique,8,5,occasion,135000
Audi,A3 Sportback,2025,4,Hybride,Automatique,8,4,occasion,175000
Audi,A3 Sportback,2014,162,Essence,Manuelle,5,5,occasion,49500
Audi,A3 Sportback,2025,3,Hybride,Automatique,8,4,occasion,175000
Audi,A3 Sportback,2016,160,Essence,Manuelle,6,5,occasion,63000
Audi,A3 Sportback,2014,194,Essence,Manuelle,6,5,occasion,57000
Audi,A3 Sportback,2020,93,Diesel,Manuelle,6,5,occasion,87000
Audi,A3 Sportback,2021,158,Essence,Manuelle,6,5,occasion,99500
Audi,A3 Sportback,2014,194,Diesel,Manuelle,6,5,occasion,37500
Audi,A3 Sportback,2021,158,Hybride,Automatique,8,5,occasion,129000
Audi,A3 Sportback,2020,93,Essence,Manuelle,6,5,occasion,70000
Audi,A3,2014,194,Essence,Automatique,5,5,occasion,45500
Audi,A3,2014,243,Essence,Manuelle,5,5,occasion,52000
Audi,A3,2014,194,Diesel,Manuelle,6,5,occasion,39000
Audi,A3,2014,243,Diesel,Manuelle,6,5,occasion,57000
Audi,A4,2011,233,Essence,Automatique,11,4,occasion,48000
Audi,A4,2011,218,Essence,Manuelle,7,4,occasion,37000
Audi,A4,2017,215,Essence,Automatique,8,4,occasion,79000
Audi,A4,2017,168,Essence,Automatique,8,4,occasion,69000
Audi,A4,2018,126,Essence,Automatique,8,5,occasion,82000
Audi,A4,2014,178,Essence,Manuelle,7,4,occasion,40000
Audi,A4,2013,200,Essence,Manuelle,7,4,occasion,49000
Audi,A4,2017,215,Essence,Automatique,8,4,occasion,70000
Audi,A4,2011,218,Essence,Manuelle,7,5,occasion,30000
Audi,A4,2015,111,Essence,Manuelle,7,4,occasion,57000
Audi,A4,2004,316,Diesel,Manuelle,5,4,occasion,17200
Audi,A4,2015,67,Essence,Manuelle,7,4,occasion,55000
Audi,A4,2011,177,Essence,Automatique,7,4,occasion,43000
Audi,A4,2018,97,Essence,Automatique,8,4,occasion,68000
Audi,A4,2003,276,Diesel,Automatique,7,5,occasion,22000
Audi,A4,2011,177,Essence,Manuelle,7,4,occasion,38000
Audi,A4,2018,97,Essence,Automatique,8,4,occasion,73000
Audi,A4,2015,111,Essence,Automatique,8,5,occasion,69000
Audi,A5 Cabriolet,2012,150000,Essence,Automatique,9,2,occasion,65000
Audi,A5 Sportback,2021,160,Essence,Automatique,8,5,occasion,140000
Audi,A5 Sportback,2018,115,Essence,Automatique,8,5,occasion,88500
Audi,A5 Sportback,2015,140,Diesel,Automatique,8,4,occasion,67000
Audi,A5 Sportback,2021,94,Essence,Automatique,8,5,occasion,95000
Audi,A5 Sportback,2020,97,Essence,Automatique,8,5,occasion,123000
Audi,A5 Sportback,2019,75,Essence,Automatique,8,5,occasion,119000
Audi,A5 Sportback,2020,164,Essence,Automatique,8,5,occasion,138000
Audi,A5 Sportback,2020,140,Essence,Automatique,8,4,occasion,129000
Audi,A5 Sportback,2021,96,Essence,Automatique,8,4,occasion,175000
Audi,A5 Sportback,2021,79,Essence,Automatique,8,5,occasion,128000
Audi,A5 Sportback,2020,97,Essence,Automatique,8,5,occasion,115000
Audi,A5 Sportback,2020,125,Essence,Automatique,8,5,occasion,97000
Audi,A5 Sportback,2020,158,Essence,Automatique,8,4,occasion,118000
Audi,A5 Sportback,2018,215,Essence,Automatique,10,4,occasion,59000
Audi,A5 Sportback,2021,96,Essence,Automatique,8,4,occasion,158000
Audi,A6,2011,240,Essence,Automatique,11,4,occasion,42000
Audi,A6,2012,239,Essence,Automatique,10,4,occasion,46000
Audi,A6,2011,240,Diesel,Manuelle,9,4,occasion,64000
Audi,A6,2012,239,Essence,Automatique,10,4,occasion,75000
Audi,A7 Sportback,2019,63000,Hybride,Automatique,23,5,occasion,270000
Audi,E Tron Sportback,2020,70,Electrique,Automatique,12,5,occasion,159000
Audi,E Tron Sportback,2020,32,Electrique,Automatique,12,4,occasion,180000
Audi,E Tron,2019,55,Electrique,Automatique,12,5,occasion,160000
Audi,E Tron,2020,72,Electrique,Automatique,12,5,occasion,170000
Audi,Q2,2021,38,Essence,Automatique,8,5,occasion,97000
Audi,Q2,2021,38,Essence,Automatique,8,4,occasion,116000
Audi,Q2,2021,59,Essence,Automatique,8,5,occasion,110000
Audi,Q2,2021,46,Essence,Automatique,8,5,occasion,119000
Audi,Q2,2021,59,Essence,Automatique,6,4,occasion,85000
Audi,Q3 Sportback,2021,85,Essence,Automatique,9,4,occasion,135000
Audi,Q3 Sportback,2020,120,Hybride,Automatique,8,4,occasion,145000
Audi,Q3 Sportback,2021,70,Hybride,Automatique,8,5,occasion,160000
Audi,Q3 Sportback,2022,45,Hybride,Automatique,8,5,occasion,159000
Audi,Q3 Sportback,2020,120,Essence,Automatique,9,4,occasion,168000
Audi,Q3 Sportback,2021,85,Essence,Automatique,9,5,occasion,140000
Audi,Q3 Sportback,2022,45,Hybride,Automatique,8,5,occasion,158000
Audi,Q3 Sportback,2021,59,Essence,Automatique,9,5,occasion,139000
Audi,Q3 Sportback,2020,116,Diesel,Automatique,8,5,occasion,150000
Audi,Q3 Sportback,2021,70,Hybride,Automatique,8,5,occasion,162000
Audi,Q3 Sportback,2020,116,Essence,Manuelle,8,5,occasion,125000
Audi,Q3,2017,190,Essence,Automatique,8,5,occasion,78000
Audi,Q3,2015,141,Essence,Automatique,10,5,occasion,68000
Audi,Q3,2020,45,Essence,Automatique,9,5,occasion,155000
Audi,Q3,2020,45,Essence,Automatique,9,4,occasion,115000
Audi,Q3,2017,64,Essence,Automatique,8,5,occasion,78000
Audi,Q3,2017,190,Essence,Automatique,8,5,occasion,82500
Audi,Q3,2019,112,Essence,Automatique,9,5,occasion,117000
Audi,Q3,2017,142,Essence,Automatique,8,5,occasion,85000
Audi,Q3,2018,160,Essence,Automatique,8,5,occasion,99000
Audi,Q3,2019,112,Hybride,Automatique,9,4,occasion,150000
Audi,Q3,2017,142,Essence,Automatique,8,5,occasion,98000
Audi,Q3,2019,129,Essence,Automatique,9,4,occasion,118000
Audi,Q3,2018,71,Essence,Automatique,8,5,occasion,80000
Audi,Q3,2017,125,Essence,Automatique,8,5,occasion,85000
Audi,Q3,2017,64,Essence,Automatique,8,5,occasion,85000
Audi,Q4 E Tron,2022,40000,Electrique,Automatique,11,4,occasion,170000
Audi,Q5,2008,370,Essence,Automatique,13,4,occasion,45000
Audi,Q5,2014,32,Essence,Manuelle,14,4,occasion,59000
Audi,Q5,2009,194,Diesel,Automatique,15,5,occasion,60000
Audi,Q5,2020,149,Essence,Automatique,12,5,occasion,195000
Audi,Q5,2016,112,Essence,Automatique,15,5,occasion,90000
Audi,Q5,2014,260,Diesel,Automatique,10,5,occasion,72000
Audi,Q5,2016,112,Essence,Automatique,13,4,occasion,95000
Audi,Q5,2016,69,Diesel,Automatique,8,5,occasion,96000
Audi,Q5,2020,149,Hybride,Automatique,15,5,occasion,205000
Audi,Q5,2020,74,Hybride,Automatique,16,4,occasion,225000
Audi,Q5,2016,69,Diesel,Manuelle,8,5,occasion,135000
Audi,Q5,2020,111,Hybride,Automatique,9,5,occasion,158000
Audi,Q5,2017,83,Diesel,Automatique,11,5,occasion,136000
Audi,Q5,2013,258,Diesel,Manuelle,8,5,occasion,78000
Audi,Q5,2014,230,Diesel,Manuelle,8,5,occasion,119000
Audi,Q7,2010,262,Diesel,Automatique,16,4,occasion,99000
Audi,Q7,2007,248,Diesel,Automatique,16,5,occasion,58000
Audi,Q7,2008,350,Diesel,Automatique,16,5,occasion,59000
Audi,Q7,2019,175,Diesel,Automatique,15,5,occasion,230000
Audi,Q7,2008,350,Diesel,Automatique,16,5,occasion,64000
Audi,Q7,2019,84,Essence,Automatique,16,5,occasion,395000
Audi,Q7,2019,84,Diesel,Automatique,15,4,occasion,260000
Audi,Q8 E Tron,2023,26000,Electrique,Automatique,12,5,occasion,185000
Audi,Q8 Sportback E Tron,2025,214,Electrique,Automatique,12,4,occasion,300000
Audi,Q8,2021,22,Hybride,Automatique,23,5,occasion,360000
Audi,Q8,2021,22,Hybride,Automatique,23,5,occasion,350000
Audi,Q8,2021,71,Hybride,Automatique,19,4,occasion,288000
Audi,S5,2010,148000,Essence,Manuelle,27,2,occasion,95000
Audi,Tt,2022,42000,Essence,Automatique,15,3,occasion,235000
Baic Yx,Kenbo S3,2018,110000,Essence,Manuelle,7,4,occasion,38000
Bmw,Autre,2012,179000,Essence,Automatique,7,5,occasion,45000
Bmw,I4,2025,3,Electrique,Automatique,6,4,occasion,176000
Bmw,I4,2023,7,Electrique,Automatique,7,5,occasion,220000
Bmw,Ix,2023,32000,Electrique,Automatique,7,4,occasion,239000
Bmw,Ix3,2022,51000,Electrique,Automatique,6,4,occasion,165000
Bmw,Serie 1 3P,2010,182000,Essence,Manuelle,7,3,occasion,36000
Bmw,Serie 1 5P,2016,47,Essence,Automatique,9,4,occasion,62000
Bmw,Serie 1 5P,2012,137,Essence,Automatique,7,4,occasion,48000
Bmw,Serie 1 5P,2018,114,Essence,Manuelle,7,4,occasion,72000
Bmw,Serie 1 5P,2020,124,Essence,Automatique,8,5,occasion,106000
Bmw,Serie 1 5P,2018,140,Essence,Manuelle,7,4,occasion,85000
Bmw,Serie 1 5P,2010,180,Essence,Manuelle,7,5,occasion,38000
Bmw,Serie 1 5P,2020,124,Essence,Automatique,8,5,occasion,111000
Bmw,Serie 1 5P,2021,92,Essence,Automatique,6,5,occasion,93000
Bmw,Serie 1 5P,2025,793,Essence,Automatique,6,5,occasion,138000
Bmw,Serie 1 5P,2012,208,Diesel,Manuelle,6,5,occasion,46000
Bmw,Serie 1 5P,2020,100,Essence,Automatique,8,5,occasion,99500
Bmw,Serie 1 5P,2010,200,Essence,Manuelle,7,3,occasion,36500
Bmw,Serie 1 5P,2018,114,Essence,Automatique,7,5,occasion,59000
Bmw,Serie 1 5P,2020,100,Essence,Automatique,8,5,occasion,84000
Bmw,Serie 1 5P,2012,137,Essence,Automatique,7,5,occasion,50000
Bmw,Serie 1 5P,2021,43,Essence,Automatique,8,5,occasion,108000
Bmw,Serie 1 5P,2010,200,Essence,Manuelle,8,5,occasion,32000
Bmw,Serie 1 5P,2013,260,Essence,Manuelle,7,5,occasion,44000
Bmw,Serie 1 5P,2024,13,Essence,Automatique,8,5,occasion,145000
Bmw,Serie 1 5P,2017,150,Essence,Automatique,7,5,occasion,94000
Bmw,Serie 1 5P,2020,119,Essence,Manuelle,7,5,occasion,75000
Bmw,Serie 1 5P,2016,47,Essence,Manuelle,7,4,occasion,56000
Bmw,Serie 1 5P,2013,180,Essence,Automatique,7,5,occasion,54500
Bmw,Serie 1 5P,2020,110,Essence,Automatique,8,5,occasion,78000
Bmw,Serie 2 Gran Coupe,2021,77,Essence,Automatique,8,4,occasion,135000
Bmw,Serie 2 Gran Coupe,2021,59,Essence,Automatique,8,4,occasion,136000
Bmw,Serie 2 Gran Coupe,2021,77,Essence,Automatique,8,4,occasion,106900
Bmw,Serie 2 Gran Coupe,2021,59,Essence,Automatique,7,5,occasion,132000
Bmw,Serie 3 Cabriolet,2010,126000,Essence,Manuelle,19,2,occasion,85000
Bmw,Serie 3 Coupe,2008,180,Essence,Manuelle,7,2,occasion,39900
Bmw,Serie 3 Coupe,2009,232,Essence,Manuelle,7,2,occasion,57000
Bmw,Serie 3 Coupe,2009,232,Essence,Automatique,9,3,occasion,35000
Bmw,Serie 3 Gt,2015,200000,Essence,Automatique,7,5,occasion,90000
Bmw,Serie 3,2018,135,Essence,Automatique,7,4,occasion,78000
Bmw,Serie 3,2021,73,Hybride,Automatique,9,4,occasion,179000
Bmw,Serie 3,2013,174,Essence,Automatique,7,4,occasion,59000
Bmw,Serie 3,2014,128,Essence,Automatique,7,5,occasion,57000
Bmw,Serie 3,2006,368,Essence,Manuelle,10,5,occasion,28500
Bmw,Serie 3,2012,161,Diesel,Manuelle,6,5,occasion,52500
Bmw,Serie 3,2013,220,Essence,Automatique,10,4,occasion,64000
Bmw,Serie 3,2015,195,Essence,Automatique,7,4,occasion,59000
Bmw,Serie 3,2016,152,Essence,Automatique,7,4,occasion,67000
Bmw,Serie 3,2014,265,Essence,Automatique,7,4,occasion,67000
Bmw,Serie 3,2016,152,Essence,Automatique,7,5,occasion,75000
Bmw,Serie 3,2015,216,Essence,Automatique,7,4,occasion,69000
Bmw,Serie 3,2018,177,Essence,Automatique,7,4,occasion,78000
Bmw,Serie 3,2015,77,Essence,Automatique,7,4,occasion,65000
Bmw,Serie 3,2015,195,Essence,Automatique,10,5,occasion,74000
Bmw,Serie 3,2013,127,Essence,Automatique,15,5,occasion,68000
Bmw,Serie 3,2008,200,Essence,Manuelle,7,5,occasion,30500
Bmw,Serie 3,2016,101,Essence,Automatique,7,4,occasion,59000
Bmw,Serie 3,2015,195,Essence,Automatique,7,4,occasion,54000
Bmw,Serie 3,2019,100,Essence,Automatique,10,4,occasion,129000
Bmw,Serie 3,2020,130,Essence,Automatique,9,4,occasion,138000
Bmw,Serie 3,2015,214,Essence,Automatique,7,5,occasion,58000
Bmw,Serie 3,2020,130,Essence,Automatique,7,5,occasion,85000
Bmw,Serie 3,2010,128,Essence,Manuelle,7,4,occasion,42500
Bmw,Serie 3,2009,167,Essence,Manuelle,7,5,occasion,42500
Bmw,Serie 3,2012,295,Essence,Automatique,7,4,occasion,55000
Bmw,Serie 3,2012,161,Essence,Automatique,7,4,occasion,60000
Bmw,Serie 3,2008,200,Diesel,Manuelle,9,4,occasion,33000
Bmw,Serie 3,2015,180,Essence,Automatique,7,4,occasion,65000
Bmw,Serie 3,2015,216,Essence,Automatique,7,4,occasion,62000
Bmw,Serie 3,2008,320,Essence,Manuelle,7,5,occasion,39000
Bmw,Serie 3,2014,265,Essence,Manuelle,7,4,occasion,52500
Bmw,Serie 3,2016,101,Essence,Automatique,7,4,occasion,85000
Bmw,Serie 4 Coupe,2014,140,Essence,Automatique,10,3,occasion,99000
Bmw,Serie 4 Coupe,2014,140,Essence,Automatique,10,2,occasion,73000
Bmw,Serie 4 Coupe,2015,179,Essence,Automatique,10,2,occasion,88000
Bmw,Serie 4 Coupe,2015,179,Essence,Automatique,7,4,occasion,99000
Bmw,Serie 4 Gran Coupe,2019,90,Essence,Automatique,7,4,occasion,125000
Bmw,Serie 4 Gran Coupe,2017,132,Essence,Automatique,7,5,occasion,95000
Bmw,Serie 4 Gran Coupe,2019,79,Essence,Automatique,7,5,occasion,98000
Bmw,Serie 4 Gran Coupe,2017,108,Essence,Automatique,7,5,occasion,74000
Bmw,Serie 4 Gran Coupe,2017,108,Essence,Automatique,10,4,occasion,127000
Bmw,Serie 4 Gran Coupe,2019,101,Essence,Automatique,7,5,occasion,105000
Bmw,Serie 4 Gran Coupe,2020,132,Essence,Automatique,10,5,occasion,225000
Bmw,Serie 4 Gran Coupe,2015,130,Essence,Automatique,10,5,occasion,85000
Bmw,Serie 4 Gran Coupe,2015,175,Essence,Automatique,10,5,occasion,95000
Bmw,Serie 4 Gran Coupe,2019,101,Essence,Automatique,7,5,occasion,107000
Bmw,Serie 4 Gran Coupe,2019,99,Essence,Automatique,7,4,occasion,117000
Bmw,Serie 5,2012,230,Essence,Automatique,10,4,occasion,79500
Bmw,Serie 5,2022,72,Hybride,Automatique,10,4,occasion,209000
Bmw,Serie 5,2007,216,Diesel,Manuelle,10,5,occasion,57500
Bmw,Serie 5,2020,140,Hybride,Automatique,10,5,occasion,189000
Bmw,Serie 5,2013,179,Diesel,Automatique,12,4,occasion,76000
Bmw,Serie 5,2022,80,Essence,Automatique,10,4,occasion,190000
Bmw,Serie 5,2019,67,Essence,Automatique,10,4,occasion,134500
Bmw,Serie 5,2019,47,Hybride,Automatique,10,4,occasion,160000
Bmw,Serie 5,2021,84,Essence,Automatique,10,4,occasion,195000
Bmw,Serie 5,2021,53,Hybride,Automatique,10,5,occasion,145000
Bmw,Serie 5,2012,202,Essence,Automatique,10,4,occasion,59500
Bmw,Serie 5,2022,72,Essence,Automatique,10,4,occasion,197000
Bmw,Serie 5,2011,320,Diesel,Automatique,10,5,occasion,60000
Bmw,Serie 5,2011,320,Essence,Automatique,10,4,occasion,70000
Bmw,Serie 5,2021,18,Hybride,Automatique,10,4,occasion,205000
Bmw,Serie 5,2008,224,Essence,Automatique,13,5,occasion,42000
Bmw,Serie 5,2008,224,Diesel,Automatique,10,4,occasion,42500
Bmw,Serie 5,2019,129,Hybride,Automatique,8,4,occasion,150000
Bmw,Serie 5,2011,320,Diesel,Automatique,10,4,occasion,61000
Bmw,Serie 5,2019,14,Essence,Automatique,10,4,occasion,195000
Bmw,Serie 6,2005,50,Essence,Automatique,24,3,occasion,120000
Bmw,Serie 6,2005,50,Essence,Automatique,24,2,occasion,120000
Bmw,Serie 7,2010,200,Diesel,Automatique,20,4,occasion,155500
Bmw,Serie 7,2008,220,Essence,Automatique,32,5,occasion,85000
Bmw,Serie 7,2008,220,Diesel,Automatique,15,5,occasion,45000
Bmw,Serie 7,2012,200,Essence,Automatique,15,4,occasion,310000
Bmw,Serie 7,2006,368,Essence,Automatique,36,4,occasion,22000
Bmw,Serie 7,2006,368,Essence,Automatique,22,,occasion,55000
Bmw,X1,2017,260,Essence,Automatique,7,5,occasion,81000
Bmw,X1,2025,3,Hybride,Automatique,8,4,occasion,238000
Bmw,X1,2020,64,Essence,Automatique,8,5,occasion,119000
Bmw,X1,2019,79,Essence,Automatique,7,5,occasion,97000
Bmw,X1,2024,22,Essence,Automatique,9,5,occasion,188200
Bmw,X1,2017,121,Diesel,Manuelle,6,5,occasion,60000
Bmw,X1,2020,64,Essence,Automatique,7,5,occasion,105000
Bmw,X1,2017,121,Essence,Automatique,9,5,occasion,57000
Bmw,X2,2019,79,Essence,Automatique,7,5,occasion,132000
Bmw,X2,2020,62,Diesel,Automatique,8,5,occasion,145000
Bmw,X2,2020,70,Essence,Automatique,7,4,occasion,124000
Bmw,X2,2020,70,Essence,Automatique,11,5,occasion,145000
Bmw,X3,2013,200,Diesel,Automatique,13,4,occasion,52000
Bmw,X3,2019,56,Essence,Automatique,15,4,occasion,92000
Bmw,X3,2020,80,Essence,Automatique,15,5,occasion,250000
Bmw,X3,2014,185,Diesel,Manuelle,10,5,occasion,75000
Bmw,X3,2014,219,Diesel,Automatique,10,5,occasion,87000
Bmw,X3,2019,56,Essence,Automatique,15,5,occasion,210000
Bmw,X3,2021,18,Diesel,Automatique,8,5,occasion,170000
Bmw,X3,2020,80,Diesel,Automatique,7,4,occasion,185000
Bmw,X3,2019,72,Diesel,Automatique,11,5,occasion,195000
Bmw,X3,2014,185,Essence,Automatique,9,5,occasion,75000
Bmw,X4,2019,51000,Essence,Automatique,11,5,occasion,280000
Bmw,X5,2007,270,Diesel,Automatique,16,4,occasion,52000
Bmw,X5,2010,211,Diesel,Automatique,19,5,occasion,86000
Bmw,X5,2017,105,Diesel,Automatique,14,4,occasion,265000
Bmw,X5,2016,70,Diesel,Automatique,13,4,occasion,123000
Bmw,X5,2007,295,Diesel,Automatique,15,5,occasion,55000
Bmw,X5,2016,226,Essence,Automatique,48,5,occasion,297000
Bmw,X5,2015,152,Diesel,Automatique,13,5,occasion,135000
Bmw,X5,2016,70,Diesel,Automatique,13,5,occasion,185000
Bmw,X5,2010,159,Diesel,Automatique,16,5,occasion,70000
Bmw,X5,2015,185,Diesel,Automatique,13,5,occasion,123000
Bmw,X5,2007,295,Diesel,Automatique,15,5,occasion,66000
Bmw,X5,2007,362,Essence,Automatique,16,5,occasion,29000
Bmw,X5,2010,159,Essence,Automatique,19,5,occasion,75000
Bmw,X6,2011,193,Diesel,Automatique,15,4,occasion,109000
Bmw,X6,2016,90,Diesel,Automatique,16,5,occasion,265000
Bmw,X6,2019,90,Essence,Automatique,34,5,occasion,198000
Bmw,X6,2011,195,Diesel,Automatique,15,5,occasion,99000
Bmw,X6,2008,291,Essence,Automatique,22,5,occasion,89000
Bmw,X6,2008,175,Diesel,Automatique,11,4,occasion,80000
Bmw,Xm,2024,25232,Hybride,Automatique,19,4,occasion,595000
Bmw,Z4,2010,147000,Essence,Automatique,13,2,occasion,98000
Byd,Sealion 7,2025,1,Electrique,Automatique,5,5,occasion,220000
Byd,Sealion 7,2025,1,Electrique,Automatique,5,5,occasion,189000
Byd,Song Plus,2025,10,Hybride,Automatique,7,5,occasion,123500
Byd,Song,2022,45000,Essence,Automatique,9,4,occasion,84000
Byd,Tang,2023,44000,Essence,Automatique,11,5,occasion,105000
Cadillac,Ats,2014,58000,Essence,Automatique,18,5,occasion,79000
Cadillac,Escalade,2013,134000,Essence,Automatique,34,5,occasion,180000
Chery,Arrizo 3,2019,130000,Essence,Manuelle,6,5,occasion,32000
Chery,Arrizo 5,2024,22,Essence,Manuelle,7,4,occasion,51500
Chery,Arrizo 5,2019,270,Essence,Automatique,7,4,occasion,30000
Chery,Arrizo 5,2024,22,Essence,Automatique,7,4,occasion,80000
Chery,Arrizo 5,2017,123,Essence,Manuelle,7,4,occasion,28000
Chery,Arrizo 5,2024,10,Essence,Manuelle,7,5,occasion,50500
Chery,Qq,2018,87,Essence,Manuelle,4,5,occasion,21900
Chery,Qq,2017,94,Essence,Manuelle,4,5,occasion,19200
Chery,Tiggo 2,2020,105,Essence,Manuelle,6,4,occasion,39000
Chery,Tiggo 2,2021,64,Essence,Manuelle,6,5,occasion,37500
Chery,Tiggo 2,2020,120,Essence,Manuelle,6,5,occasion,42000
Chery,Tiggo 2,2021,157,Essence,Manuelle,6,5,occasion,43800
Chery,Tiggo 2,2020,88,Essence,Manuelle,6,5,occasion,41000
Chery,Tiggo 2,2020,135,Essence,Manuelle,6,4,occasion,39000
Chery,Tiggo 2,2020,120,Essence,Manuelle,6,5,occasion,37000
Chery,Tiggo 3X,2022,26,Essence,Automatique,6,5,occasion,52000
Chery,Tiggo 3X,2023,5,Essence,Manuelle,6,5,occasion,61000
Chery,Tiggo 3X,2022,68,Essence,Automatique,6,5,occasion,55000
Chery,Tiggo 3X,2022,30,Essence,Automatique,6,5,occasion,56000
Chery,Tiggo 3X,2022,43,Essence,Manuelle,6,4,occasion,47000
Chery,Tiggo 3X,2023,5,Essence,Automatique,6,5,occasion,73000
Chery,Tiggo 3X,2022,43,Essence,Automatique,6,5,occasion,50000
